"who_incid_factor","prison_incid","r_change_factor1","recid_factor","mortality_incarc_irr","mortality_postrel_irr","admissions_factor","spike.d1.factor","beta_pc","b","alphas","muI","sc","d1w","c1w","covid.beta.factor","SoEf_iR","SoE_r"
1.21772160890487,122.21909162196,0.465837768957857,0.875692784119289,0.630950159829023,0.978920738090672,0.925927137183807,1.91178757958058,0.403566658891014,0.915649064230785,0.162525240376997,0.204579645747325,0.178385843853791,0.119465145194049,0.413619673255443,0.925156152083196,0.427043943757812,0.095985211091319
1.21703319996785,172.408603140799,0.338684512104436,1.00990694438078,0.881211541643655,0.831322343993214,1.00327613544066,1.4799891401954,0.623165258738523,0.928363541217021,0.278928739916441,0.190143301787582,0.146570047528297,0.604639215843286,0.524043338607531,0.638311009425239,0.644409440770435,0.0768958765523237
1.27074793375696,132.567830211735,0.321719056802156,0.776727921754507,0.576475498700884,1.30107666884957,0.926464648975003,1.60385141340466,0.531206783818673,0.971509231034412,0.179844579934273,0.143523701111869,0.165166740453948,0.896115997035755,0.074860148084738,0.665288555008871,0.820391090061593,0.0872220810509493
1.25373075039192,299.200766207722,0.391804429499339,0.887423960475179,0.529536191181281,1.20190612440844,0.881789816063872,1.40658711468605,0.598461847288764,0.911442911408678,0.186572616896048,0.0770444105692855,0.161453428432504,0.882186957271226,0.868786182023662,0.625023822877553,0.962908168875302,0.0810012536981221
1.30041790317611,136.599679547325,0.439833596078426,1.23099324093128,0.865105868316934,0.733183179416007,1.03098662203017,2.1894225888608,0.463230146530706,0.871163431033428,0.223461147697161,0.196282600470832,0.172566752274042,0.467413257930428,0.925101882129908,0.979486717989518,1.14972510119729,0.0715336062643196
1.19064583555794,226.874580859267,0.346616678066757,0.685827592066827,0.473711929928983,0.972358824219096,0.999913392500784,1.9089483079059,0.420671865601526,0.862465272045791,0.231566267070248,0.166235002313528,0.174179820727073,0.728311366583686,0.249015873964798,0.881308807214816,0.484654491864843,0.0874975868455286
1.10725001099113,149.949744042794,0.348321917336665,1.2283929317653,0.487060145588095,1.33752994115839,0.967613997762361,1.84831568249278,0.674890597322796,0.783216758086815,0.231814680588315,0.0889716945973215,0.154376492085176,0.17773510092753,0.827035883312502,0.766140845141873,0.320015701250794,0.0703345441582997
1.40768597144684,145.019498109674,0.356663344949721,1.00089763148321,0.66066564641628,0.867643501261338,0.948684843945024,1.75097628293317,0.386530684349093,0.890073280361791,0.151004639811814,0.0758549186012719,0.149781079781759,0.187129924674596,0.644002302781912,0.801941527314233,0.956341539783947,0.0751479979585457
1.18009540986146,115.081688526047,0.381196881615601,1.03300308173289,0.617984549943393,0.866922872810563,0.984830459458599,1.49307079117279,0.28309933808463,0.855929555004126,0.257676311333901,0.0623996597084822,0.147291242282015,0.411032060593056,0.12730118985381,0.77266637640406,1.0244212731109,0.0897360432759063
1.22848099306474,127.229791547581,0.371732650890528,1.04084805830953,0.587222978402288,0.893866106560394,1.01846989776078,1.3236861040866,0.629309093589459,0.832261880770554,0.248986347297718,0.145718728163018,0.176634793282955,0.0230860757962801,0.532415679842467,0.897015053675332,0.859997674924554,0.0939794071022056
1.36444023363406,118.862654941426,0.422478377288389,1.24036970280864,0.700443114685545,1.00205406701337,0.976257380091937,1.55954101650575,0.420393942198842,0.904273922664354,0.179782373898927,0.0831262711870688,0.158279296335281,0.595136866990865,0.782922269022558,0.929093369610753,1.01938070979039,0.0981442115153163
1.18975328013479,184.653724796577,0.360171055615839,1.37136201044595,0.619534892898346,0.721464569832608,1.14329933910913,2.40169041155856,0.448495488896792,0.782370632294328,0.208359132487267,0.0895657908777108,0.169400652511923,0.76097649911403,0.266418678864837,0.78944838196364,1.18513044997871,0.0673738568429276
1.20023403708479,146.588016302707,0.335867272458922,0.860211841870703,0.86014083792339,0.768956004604867,0.987147279816949,2.29847167509124,0.537646668506331,0.873632948545918,0.235038828974319,0.103282816747289,0.164106266135842,0.530843435131013,0.800859115466708,0.845850601851761,1.06069244320194,0.0776181234677415
1.24058612199263,274.341250107543,0.323537530974951,0.720994206697608,0.642111516922549,1.08889032487658,1.0933507661328,2.14229378191037,0.532921182908638,0.866357525013782,0.235121609252673,0.0991246925918085,0.14355805641006,0.154119436953139,0.0184566873546379,0.663186311277126,1.05947716604406,0.0937051266761326
1.22875306600755,165.409708613362,0.315872134306327,1.18841733754852,0.619626587788509,1.0711462541394,1.02247284485494,2.4860001685299,0.52982620035761,0.885877310849641,0.213826589795082,0.0722087678878371,0.166800105033332,0.718287236390325,0.916403909992271,0.818990946638546,0.86574089420517,0.0857778337594374
1.18436189840461,170.89417838699,0.375796519824267,1.29504867469149,0.810920510529733,1.06884364179726,1.02282891613488,2.13806289286949,0.561852244219702,0.91958285126715,0.220130180673888,0.0928297440023271,0.177225303573277,0.793485126305604,0.0052444732808508,0.942173397573459,1.14870021148158,0.0704715304651926
1.27995982988738,114.363666640886,0.425090531127261,0.883767092868664,0.722419648762909,1.13677460149889,1.13005245181271,2.19906416573469,0.518614806883286,0.954409129034661,0.208553214376467,0.102192369022517,0.151470801774043,0.124455461946316,0.059998314926168,0.73485754471932,0.989403150130063,0.0724188121913893
1.27431115413127,189.659079815977,0.308821959086795,1.4227167736663,0.676072718812723,1.22265925317477,0.890992168589879,1.89955924535887,0.453793838935492,0.834441751475653,0.287285556703943,0.08363214962133,0.162589745129938,0.887942340939538,0.497459451797651,0.711161493730319,1.03365793312194,0.0739472576505035
1.24047938327646,99.840040571629,0.35090497537153,0.836516998871223,0.57673164131015,0.799200520006812,1.10858503321303,1.78936448344374,0.438815855653608,0.971710469982253,0.208271631271943,0.0768424368198545,0.1469313938238,0.0224445899346222,0.131770760903678,0.667851713504991,1.2109854196986,0.0797873322351362
