"who_incid_factor","prison_incid","r_change_factor1","r_change_factor2","recid_factor","mortality_incarc_irr","mortality_postrel_irr","admissions_factor","beta_pc","b","alphas","muI","sc","d1w","c1w","v1.ratio","incarc.prev.1990.weight","covid.beta.factor"
1.17309042195704,276.684792081257,0.808989302291174,0.72623396353702,0.875692784119289,0.630950159829023,0.978920738090672,0.925927137183807,0.403566658891014,0.915649064230785,0.162525240376997,0.204579645747325,0.178385843853791,0.119465145194049,0.413619673255443,0.14131025354349,0.885291745466258,0.925156152083196
1.17225857270717,390.30594876767,0.691481966080728,0.668463254323677,1.00990694438078,0.881211541643655,0.831322343993214,1.00327613544066,0.623165258738523,0.928363541217021,0.278928739916441,0.190143301787582,0.146570047528297,0.604639215843286,0.524043338607531,0.192028869513101,0.339882187209247,0.638311009425239
1.23716557580754,300.112707859522,0.669831079983516,0.688953905052447,0.776727921754507,0.576475498700884,1.30107666884957,0.926464648975003,0.531206783818673,0.971509231034412,0.179844579934273,0.143523701111869,0.165166740453948,0.896115997035755,0.074860148084738,0.233091254347705,0.634916601455693,0.665288555008871
1.21660260740914,677.343455020918,0.744612388014259,0.652684970452834,0.887423960475179,0.529536191181281,1.20190612440844,0.881789816063872,0.598461847288764,0.911442911408678,0.186572616896048,0.0770444105692855,0.161453428432504,0.882186957271226,0.868786182023662,0.266345239404237,0.457178677089202,0.625023822877553
1.27301772774481,309.240180337971,0.786376943851782,0.760066950373718,1.23099324093128,0.865105868316934,0.733183179416007,1.03098662203017,0.463230146530706,0.871163431033428,0.223461147697161,0.196282600470832,0.172566752274042,0.467413257930428,0.925101882129908,0.309935856946035,0.186674464694845,0.979486717989518
1.14037300569888,513.608352021901,0.70157411906965,0.725935616922971,0.685827592066827,0.473711929928983,0.972358824219096,0.999913392500784,0.420671865601526,0.862465272045791,0.231566267070248,0.166235002313528,0.174179820727073,0.728311366583686,0.249015873964798,0.154752714768463,0.64278819558653,0.881308807214816
1.03960041200106,339.462625703755,0.703654114612083,0.719494996680124,1.2283929317653,0.487060145588095,1.33752994115839,0.967613997762361,0.674890597322796,0.783216758086815,0.231814680588315,0.0889716945973215,0.154376492085176,0.17773510092753,0.827035883312502,0.116336996958519,0.152415547379991,0.766140845141873
1.40263670467497,328.301324692499,0.712999661619796,0.70837054043751,1.00089763148321,0.66066564641628,0.867643501261338,0.948684843945024,0.386530684349093,0.890073280361791,0.151004639811814,0.0758549186012719,0.149781079781759,0.187129924674596,0.644002302781912,0.264813025949588,0.28994279881559,0.801941527314233
1.12762424078682,260.526834552811,0.735388419383445,0.670907582012021,1.03300308173289,0.617984549943393,0.866922872810563,0.984830459458599,0.28309933808463,0.855929555004126,0.257676311333901,0.0623996597084822,0.147291242282015,0.411032060593056,0.12730118985381,0.28069829705921,0.706744093597323,0.77266637640406
1.18609168495807,288.028228271983,0.727158641089757,0.624835974457533,1.04084805830953,0.587222978402288,0.893866106560394,1.01846989776078,0.629309093589459,0.832261880770554,0.248986347297718,0.145718728163018,0.176634793282955,0.0230860757962801,0.532415679842467,0.242332790815729,0.827983060063018,0.897015053675332
1.35038006966468,269.086347576696,0.771285426429021,0.682212411703894,1.24036970280864,0.700443114685545,1.00205406701337,0.976257380091937,0.420393942198842,0.904273922664354,0.179782373898927,0.0831262711870688,0.158279296335281,0.595136866990865,0.782922269022558,0.279522165617758,0.946977471866179,0.929093369610753
1.13929447298483,418.026977408746,0.716571592560912,0.799402119290141,1.37136201044595,0.619534892898346,0.721464569832608,1.14329933910913,0.448495488896792,0.782370632294328,0.208359132487267,0.0895657908777108,0.169400652511923,0.76097649911403,0.266418678864837,0.318197104995033,0.0678244812265038,0.78944838196364
1.15195905262361,331.852203072919,0.68788667591098,0.777555997755744,0.860211841870703,0.86014083792339,0.768956004604867,0.987147279816949,0.537646668506331,0.873632948545918,0.235038828974319,0.103282816747289,0.164106266135842,0.530843435131013,0.800859115466708,0.289161570080453,0.360517813364044,0.845850601851761
1.20071909880579,621.065422250931,0.672151770851189,0.753484373824318,0.720994206697608,0.642111516922549,1.08889032487658,1.0933507661328,0.532921182908638,0.866357525013782,0.235121609252673,0.0991246925918085,0.14355805641006,0.154119436953139,0.0184566873546379,0.288878005410281,0.820146476460931,0.663186311277126
1.18642044837356,374.461552843731,0.66236938498501,0.830906049530443,1.18841733754852,0.619626587788509,1.0711462541394,1.02247284485494,0.52982620035761,0.885877310849641,0.213826589795082,0.0722087678878371,0.166800105033332,0.718287236390325,0.916403909992271,0.24367287531454,0.593652393126783,0.818990946638546
1.13277971612036,386.877529421974,0.730692445506705,0.752915266399962,1.29504867469149,0.810920510529733,1.06884364179726,1.02282891613488,0.561852244219702,0.91958285126715,0.220130180673888,0.0928297440023271,0.177225303573277,0.793485126305604,0.0052444732808508,0.309696716012368,0.156329441862646,0.942173397573459
1.24829690847029,258.901345986589,0.773556867984855,0.761473898289868,0.883767092868664,0.722419648762909,1.13677460149889,1.13005245181271,0.518614806883286,0.954409129034661,0.208553214376467,0.102192369022517,0.151470801774043,0.124455461946316,0.059998314926168,0.272527401697015,0.211966062611124,0.73485754471932
1.2414712465159,429.358313572817,0.653372129212985,0.724954079623492,1.4227167736663,0.676072718812723,1.22265925317477,0.890992168589879,0.453793838935492,0.834441751475653,0.287285556703943,0.08363214962133,0.162589745129938,0.887942340939538,0.497459451797651,0.282853517728452,0.255635932871529,0.711161493730319
1.20059011947939,226.022141879363,0.706688418026149,0.712888736180132,0.836516998871223,0.57673164131015,0.799200520006812,1.10858503321303,0.438815855653608,0.971710469982253,0.208271631271943,0.0768424368198545,0.1469313938238,0.0224445899346222,0.131770760903678,0.324229931263007,0.422495206718178,0.667851713504991
1.4917606150219,996.787977137945,0.662249337096113,0.745263691939664,0.851680802515099,0.586067522370547,1.40519480793058,0.895034973479965,0.54254866151093,0.76608790450909,0.161436835437522,0.0881936744031623,0.166840074571052,0.876835028020898,0.140720203154177,0.207301102934025,0.524153861858494,0.788203988693998
1.17401196586,283.795683399388,0.69183290024347,0.691883718130289,1.30035514131864,0.511514832109626,1.17789901523309,0.800059855323561,0.56752005621465,0.884218612698862,0.210544051128357,0.142757185573502,0.171011187820362,0.0456205973497126,0.180195834975146,0.236469253378548,0.935931346144838,0.87060774478359
1.35102255785925,381.148437109694,0.714747914796155,0.741920628434079,1.34059602251614,0.582331524076857,1.05834027704801,1.12348523564095,0.502642060845323,0.854558513476811,0.14561906813988,0.174836843540213,0.149595740589455,0.547905675474632,0.749762076276665,0.241151067630471,0.246158166037795,0.816792230882772
1.34402855676487,292.281458154325,0.75657086473767,0.648077008300594,1.23916588781491,0.720076721008255,0.996206107671146,1.0002972047215,0.472230256033511,0.921660148721131,0.296268189884228,0.139051432425962,0.179638017800265,0.149244534602466,0.326778688017512,0.332645503172372,0.852298867267789,0.82601170364246
1.16700765819284,726.562659467124,0.813880443252027,0.72836572819591,0.823801721058011,0.584035474659077,1.04015478728343,0.932381309972041,0.423744264034066,0.821659576431968,0.164256296313027,0.164310336499994,0.154241993885183,0.214255604400377,0.641002304899506,0.266957079125056,0.956243460977372,0.780081776632582
1.11432037668657,266.694274933802,0.647555416375382,0.729009074842074,0.912238610139198,0.552839703241313,1.0085902837766,0.972815757787344,0.450901791617713,0.94166900484882,0.219474157963962,0.0690737909828879,0.144332653092038,0.299537377247742,0.453701969615805,0.20395536488098,0.695737542670143,0.727404667966956
1.27957674889295,242.727908733078,0.784120597184528,0.721044239454563,1.18445860065858,0.899433630619168,1.18986406172201,0.887404696749341,0.574616672111407,0.798364964743995,0.20558569756516,0.162404383429617,0.151662529868188,0.243984241134565,0.187204807907265,0.252675447684477,0.752009402412999,0.61586149831708
1.14328707868698,265.35572484477,0.673910847990016,0.816819003909859,0.963841641081305,0.717266545048767,1.11974814890982,0.838090566039476,0.51995514949012,0.853422939187585,0.252010396075441,0.0998918506114915,0.163130132872451,0.959391074104623,0.523192182956574,0.165465396701534,0.758969218524949,0.680095863381713
1.40617910992186,262.160012691101,0.703926038161547,0.744359646526358,1.02233766119806,0.656568703886106,1.25589865432025,0.836367657561871,0.554309772515636,0.939833700869257,0.204324571934007,0.179241761153679,0.169713545970068,0.904162809436908,0.0698880987164254,0.270676033255158,0.294052487898773,0.929689255829102
1.00780503434945,272.357271260821,0.819454634788116,0.721712605029671,1.06893896832948,0.54982369305557,1.48992206139064,1.00900363200524,0.483286628752584,0.937266748450807,0.282960511172048,0.178432280514478,0.162546075391416,0.73574619965426,0.355392997357296,0.257532277605491,0.829229099126067,0.773841553578562
1.24389582326017,353.106498351425,0.794775183442331,0.670076507156558,0.911278611551079,0.557926165964531,1.17255699508287,0.933980319126553,0.551318968663554,0.838883523037409,0.212671340118938,0.102254324968187,0.165353679919374,0.879950747630481,0.971596004376265,0.16745474711573,0.7898057421168,0.883003718883247
1.11999279588165,383.118364131303,0.779967919561289,0.729763099945339,1.05475039048009,0.808144786685177,1.28952109650755,0.85396410386681,0.568144167687492,0.944204861511065,0.257824116196562,0.0849863384317968,0.15847619021093,0.263467389629921,0.796254680672505,0.225306834381715,0.589098253218147,0.767116530948576
1.64858054116144,352.887630329409,0.685530259625771,0.843410238106027,0.833677707011078,0.713192993008045,0.604081603708979,0.986997947322927,0.529480267065269,0.802379794357805,0.234447699587539,0.119902266395179,0.142189196832793,0.50377677849719,0.0415880969670446,0.239662880051842,0.447172853989061,0.825382252144318
1.35076135291997,245.855085468721,0.765803661495682,0.736272592468133,1.06129104577366,0.530192745970694,0.887195752168473,1.00908300128924,0.547443537725208,0.924959730165099,0.169483184398859,0.120641983948088,0.173052549020285,0.92535327771275,0.539480961794965,0.315137587899722,0.2713074835015,0.754377174018019
1.15429982687263,347.915389991858,0.749899077348546,0.711465468687176,1.09231396275971,0.537106146392841,1.0012049306818,1.0491335310215,0.290609464629274,0.845368646147866,0.157309864108951,0.0615221862334398,0.179553761676346,0.159686416481466,0.563695723619933,0.306966619530439,0.53544012645764,0.915004634732626
1.16519331756875,259.961047777847,0.737862645306067,0.786864886096199,0.882984732354425,0.899147302727368,1.22630754023739,0.906435206588802,0.696951098111253,0.92233223489838,0.326477050846492,0.0802177088651447,0.166819560615708,0.357615051018462,0.770435876159696,0.18451533904227,0.222504584582911,0.753001602747976
1.19322581035394,303.087435365543,0.727407087259756,0.706160399430198,0.796066717418463,0.641761192550572,1.07139048887059,0.973287354814979,0.390345748095123,0.908654847453015,0.221079615202463,0.101563410472817,0.164001130411023,0.425997620297208,0.952949047109267,0.302715101051054,0.230170165241851,0.778370079560153
1.19339684641979,383.081747083626,0.762311080382914,0.726294349559108,1.3283151559537,0.676566301521273,0.997596993060927,1.13150474761075,0.319190911690598,0.95463545980053,0.228439447753414,0.174269101782351,0.176026028783498,0.588228394656442,0.229052458398277,0.151459895611686,0.936257078323203,0.877332248974002
1.39542895855583,287.394397733821,0.65790399206014,0.708281716181712,0.881426291324726,0.723887921916566,1.57041860930729,1.01871067540653,0.518579152634298,0.956604335938282,0.208814981476978,0.151901305730395,0.149055865668976,0.019460120810351,0.977666188813668,0.183958540795811,0.139993805634013,0.734461284648432
1.47808297787129,341.306101314423,0.722252073670895,0.737402209127136,1.10012106157523,0.539509993238102,1.12665150669283,0.951228349615286,0.584985192475555,0.799753758550564,0.269003790645487,0.169229752911906,0.178792912961372,0.14836786686241,0.893290090651795,0.257113634545015,0.0683424590116677,0.872123103652488
1.2718581989965,602.565875381704,0.675773090680223,0.747877165896671,0.890361067097465,0.667224534602248,1.0738490094164,1.01708309560618,0.444821846199707,0.941975782896119,0.181665859291666,0.121471381536817,0.179231093839815,0.111328920185799,0.712532231874997,0.297873729513389,0.475790555481489,0.760939632918809
1.14988948138197,353.391036303605,0.728325816519455,0.724150745652751,1.32393010135443,0.64893446205657,1.03257971862065,0.951675487999596,0.425321962804818,0.923534369706401,0.183035045436399,0.183591047623033,0.145606270328013,0.931956378571689,0.0986745989027744,0.307869861948586,0.782566466009167,0.882377778667825
1.34893659915307,692.657287306123,0.751143731480125,0.740698871380097,0.877510018621533,0.440254640634052,1.39712492327872,1.14025048705806,0.495232689725836,0.962253686694176,0.232506068120312,0.109744807840712,0.147974914565735,0.35535660564426,0.629868242994028,0.298173269332919,0.989351828462367,0.852358283122507
1.03128055688665,202.269841978862,0.745070033110222,0.710986490250182,0.974207816383991,0.543258360274535,0.924825178330837,1.04088635881184,0.47406442312657,0.863708220622344,0.242170575232882,0.104235001632395,0.141188871625121,0.758707713795671,0.594878422020158,0.15318793448758,0.237432951548214,0.754602407419702
