"who_incid_factor","prison_incid","r_change_factor1","r_change_factor2","recid_factor","mortality_incarc_irr","mortality_postrel_irr","admissions_factor","beta_pc","b","alphas","muI","sc","d1w","c1w","covid.beta.factor","incarc.prev.1990.weight"
1.12494977577277,674.282605572139,0.917978604582349,0.50246792707404,0.875692784119289,0.630950159829023,0.978920738090672,0.925927137183807,0.403566658891014,0.915649064230785,0.162525240376997,0.204579645747325,0.178385843853791,0.119465145194049,0.413619673255443,0.925156152083196,0.885291745466258
1.12407076694089,944.316444544678,0.682963932161456,0.386926508647355,1.00990694438078,0.881211541643655,0.831322343993214,1.00327613544066,0.623165258738523,0.928363541217021,0.278928739916441,0.190143301787582,0.146570047528297,0.604639215843286,0.524043338607531,0.638311009425239,0.339882187209247
1.19265750784959,742.935432878629,0.639662159967032,0.427907810104894,0.776727921754507,0.576475498700884,1.30107666884957,0.926464648975003,0.531206783818673,0.971509231034412,0.179844579934273,0.143523701111869,0.165166740453948,0.896115997035755,0.074860148084738,0.665288555008871,0.634916601455693
1.17092877414617,1318.06498929926,0.789224776028517,0.355369940905668,0.887423960475179,0.529536191181281,1.20190612440844,0.881789816063872,0.598461847288764,0.911442911408678,0.186572616896048,0.0770444105692855,0.161453428432504,0.882186957271226,0.868786182023662,0.625023822877553,0.457178677089202
1.23054220654903,769.91954832624,0.872753887703564,0.570133900747436,1.23099324093128,0.865105868316934,0.733183179416007,1.03098662203017,0.463230146530706,0.871163431033428,0.223461147697161,0.196282600470832,0.172566752274042,0.467413257930428,0.925101882129908,0.979486717989518,0.186674464694845
1.09037752863589,1106.54861034607,0.7031482381393,0.501871233845943,0.685827592066827,0.473711929928983,0.972358824219096,0.999913392500784,0.420671865601526,0.862465272045791,0.231566267070248,0.166235002313528,0.174179820727073,0.728311366583686,0.249015873964798,0.881308807214816,0.64278819558653
0.983891888496847,836.826264275051,0.707308229224165,0.488989993360247,1.2283929317653,0.487060145588095,1.33752994115839,0.967613997762361,0.674890597322796,0.783216758086815,0.231814680588315,0.0889716945973215,0.154376492085176,0.17773510092753,0.827035883312502,0.766140845141873,0.152415547379991
1.36750960240633,809.261968747208,0.725999323239592,0.466741080875019,1.00089763148321,0.66066564641628,0.867643501261338,0.948684843945024,0.386530684349093,0.890073280361791,0.151004639811814,0.0758549186012719,0.149781079781759,0.187129924674596,0.644002302781912,0.801941527314233,0.28994279881559
1.0769060048532,626.489638389954,0.770776838766891,0.391815164024043,1.03300308173289,0.617984549943393,0.866922872810563,0.984830459458599,0.28309933808463,0.855929555004126,0.257676311333901,0.0623996597084822,0.147291242282015,0.411032060593056,0.12730118985381,0.77266637640406,0.706744093597323
1.13868811238275,702.095694725739,0.754317282179515,0.299671948915065,1.04084805830953,0.587222978402288,0.893866106560394,1.01846989776078,0.629309093589459,0.832261880770554,0.248986347297718,0.145718728163018,0.176634793282955,0.0230860757962801,0.532415679842467,0.897015053675332,0.827983060063018
1.31229041010024,655.399732751855,0.842570852858043,0.414424823407789,1.24036970280864,0.700443114685545,1.00205406701337,0.976257380091937,0.420393942198842,0.904273922664354,0.179782373898927,0.0831262711870688,0.158279296335281,0.595136866990865,0.782922269022558,0.929093369610753,0.946977471866179
1.08923785124691,1004.73671211643,0.733143185121824,0.648804238580282,1.37136201044595,0.619534892898346,0.721464569832608,1.14329933910913,0.448495488896792,0.782370632294328,0.208359132487267,0.0895657908777108,0.169400652511923,0.76097649911403,0.266418678864837,0.78944838196364,0.0678244812265038
1.10262041708591,817.655295328899,0.67577335182196,0.605111995511489,0.860211841870703,0.86014083792339,0.768956004604867,0.987147279816949,0.537646668506331,0.873632948545918,0.235038828974319,0.103282816747289,0.164106266135842,0.530843435131013,0.800859115466708,0.845850601851761,0.360517813364044
1.15414479033453,1227.79636773131,0.644303541702379,0.556968747648635,0.720994206697608,0.642111516922549,1.08889032487658,1.0933507661328,0.532921182908638,0.866357525013782,0.235121609252673,0.0991246925918085,0.14355805641006,0.154119436953139,0.0184566873546379,0.663186311277126,0.820146476460931
1.13903551420569,912.364690287487,0.624738769970021,0.711812099060885,1.18841733754852,0.619626587788509,1.0711462541394,1.02247284485494,0.52982620035761,0.885877310849641,0.213826589795082,0.0722087678878371,0.166800105033332,0.718287236390325,0.916403909992271,0.818990946638546,0.593652393126783
1.08235375677631,937.586405333515,0.761384891013411,0.555830532799923,1.29504867469149,0.810920510529733,1.06884364179726,1.02282891613488,0.561852244219702,0.91958285126715,0.220130180673888,0.0928297440023271,0.177225303573277,0.793485126305604,0.0052444732808508,0.942173397573459,0.156329441862646
1.2044199031666,622.43072649507,0.84711373596971,0.572947796579737,0.883767092868664,0.722419648762909,1.13677460149889,1.13005245181271,0.518614806883286,0.954409129034661,0.208553214376467,0.102192369022517,0.151470801774043,0.124455461946316,0.059998314926168,0.73485754471932,0.211966062611124
1.19720727763108,1019.6110145162,0.60674425842597,0.499908159246984,1.4227167736663,0.676072718812723,1.22265925317477,0.890992168589879,0.453793838935492,0.834441751475653,0.287285556703943,0.08363214962133,0.162589745129938,0.887942340939538,0.497459451797651,0.711161493730319,0.255635932871529
1.15400849885257,531.392873286325,0.713376836052299,0.475777472360264,0.836516998871223,0.57673164131015,0.799200520006812,1.10858503321303,0.438815855653608,0.971710469982253,0.208271631271943,0.0768424368198545,0.1469313938238,0.0224445899346222,0.131770760903678,0.667851713504991,0.422495206718178
1.46168616665598,1689.78884443623,0.624498674192226,0.540527383879329,0.851680802515099,0.586067522370547,1.40519480793058,0.895034973479965,0.54254866151093,0.76608790450909,0.161436835437522,0.0881936744031623,0.166840074571052,0.876835028020898,0.140720203154177,0.788203988693998,0.524153861858494
1.12592356426845,691.838635233165,0.683665800486941,0.433767436260578,1.30035514131864,0.511514832109626,1.17789901523309,0.800059855323561,0.56752005621465,0.884218612698862,0.210544051128357,0.142757185573502,0.171011187820362,0.0456205973497126,0.180195834975146,0.87060774478359,0.935931346144838
1.31296932253238,923.913401088019,0.729495829592311,0.533841256868157,1.34059602251614,0.582331524076857,1.05834027704801,1.12348523564095,0.502642060845323,0.854558513476811,0.14561906813988,0.174836843540213,0.149595740589455,0.547905675474632,0.749762076276665,0.816792230882772,0.246158166037795
1.30557881429656,716.492771544416,0.813141729475341,0.346154016601188,1.23916588781491,0.720076721008255,0.996206107671146,1.0002972047215,0.472230256033511,0.921660148721131,0.296268189884228,0.139051432425962,0.179638017800265,0.149244534602466,0.326778688017512,0.82601170364246,0.852298867267789
1.11852216515488,1373.4931155416,0.927760886504054,0.506731456391819,0.823801721058011,0.584035474659077,1.04015478728343,0.932381309972041,0.423744264034066,0.821659576431968,0.164256296313027,0.164310336499994,0.154241993885183,0.214255604400377,0.641002304899506,0.780081776632582,0.956243460977372
1.06284791194269,643.596819773521,0.595110832750765,0.508018149684149,0.912238610139198,0.552839703241313,1.0085902837766,0.972815757787344,0.450901791617713,0.94166900484882,0.219474157963962,0.0690737909828879,0.144332653092038,0.299537377247742,0.453701969615805,0.727404667966956,0.695737542670143
1.23747307475452,580.62177150424,0.868241194369056,0.492088478909127,1.18445860065858,0.899433630619168,1.18986406172201,0.887404696749341,0.574616672111407,0.798364964743995,0.20558569756516,0.162404383429617,0.151662529868188,0.243984241134565,0.187204807907265,0.61586149831708,0.752009402412999
1.0934568075962,638.744447504534,0.647821695980031,0.683638007819717,0.963841641081305,0.717266545048767,1.11974814890982,0.838090566039476,0.51995514949012,0.853422939187585,0.252010396075441,0.0998918506114915,0.163130132872451,0.959391074104623,0.523192182956574,0.680095863381713,0.758969218524949
1.37125283532815,630.834273493552,0.707852076323095,0.538719293052715,1.02233766119806,0.656568703886106,1.25589865432025,0.836367657561871,0.554309772515636,0.939833700869257,0.204324571934007,0.179241761153679,0.169713545970068,0.904162809436908,0.0698880987164254,0.929689255829102,0.294052487898773
